Item,Inventory,MRP,Sales,Weekly Sale,Success Rate (%),Item_Type
FDA22,87,167.5158,60,1086.2527,68.96551724,Starchy Foods
FDS03,260,65.0826,185,290.6217,71.15384615,Meat
FDZ12,493,143.947,145,644.1615,29.41176471,Baking Goods
FDJ20,376,124.2388,12,61.9194,3.191489362,Fruits and Vegetables
FDV09,298,146.6734,202,556.77525,67.7852349,Snack Foods
FDW09,276,80.4302,82,79.2302,29.71014493,Snack Foods
FDS36,97,111.857,40,741.53475,41.2371134,Baking Goods
FDY19,67,119.8466,50,559.77135,74.62686567,Fruits and Vegetables
DRC49,449,142.9128,127,503.3448,28.28507795,Soft Drinks
FDN12,488,110.2544,163,447.4176,33.40163934,Baking Goods
FDJ03,344,48.7692,218,197.0768,63.37209302,Dairy
FDC46,245,182.4266,193,1290.9862,78.7755102,Snack Foods
FDM02,236,87.9198,43,283.46435,18.22033898,Canned
FDV20,394,129.1678,146,254.3356,37.05583756,Fruits and Vegetables
NCH07,273,158.7604,129,752.6869,47.25274725,Household
FDL28,367,230.0668,124,172.7751,33.78746594,Frozen Foods
FDJ46,446,174.2054,22,1094.40875,4.932735426,Snack Foods
FDQ34,414,106.3622,78,529.311,18.84057971,Snack Foods
NCD42,386,37.3506,342,256.16655,88.60103627,Health and Hygiene
FDO34,278,166.4816,266,503.3448,95.68345324,Snack Foods
FDX60,439,79.196,98,319.584,22.32346241,Baking Goods
FDZ28,126,125.8678,56,858.38265,44.44444444,Frozen Foods
FDT36,237,37.2874,13,176.437,5.485232068,Baking Goods
FDL24,395,174.4422,237,862.211,60,Baking Goods
FDJ58,319,170.5764,189,1116.5466,59.2476489,Snack Foods
FDY12,144,50.5008,19,63.251,13.19444444,Baking Goods
FDP58,359,220.0482,293,657.1446,81.61559889,Snack Foods
FDC41,181,76.867,130,631.67775,71.82320442,Frozen Foods
FDY07,88,46.8402,15,103.36545,17.04545455,Fruits and Vegetables
FDN08,121,119.3466,36,766.0029,29.75206612,Fruits and Vegetables
FDJ53,330,121.5098,257,602.549,77.87878788,Frozen Foods
FDX04,382,49.9376,149,155.7972,39.0052356,Frozen Foods
FDZ19,209,175.3712,71,747.0276,33.97129187,Fruits and Vegetables
FDB45,236,105.5306,189,235.19385,80.08474576,Fruits and Vegetables
NCF54,240,170.5422,185,86.2211,77.08333333,Household
FDX21,471,108.6912,332,327.5736,70.48832272,Snack Foods
FDA50,169,98.341,83,337.8935,49.11242604,Dairy
DRH39,269,74.667,152,535.969,56.50557621,Dairy
FDA38,102,241.2538,80,781.14985,78.43137255,Dairy
NCP30,271,40.4822,121,147.30825,44.64944649,Household
FDW19,461,109.857,215,302.10675,46.63774403,Fruits and Vegetables
FDF41,180,248.046,140,1970.768,77.77777778,Frozen Foods
DRF23,286,175.4396,119,654.1485,41.60839161,Hard Drinks
NCP14,295,106.3306,76,313.5918,25.76271186,Household
FDK44,275,175.4738,95,738.53865,34.54545455,Fruits and Vegetables
DRA59,257,186.5924,28,1110.5544,10.89494163,Soft Drinks
FDC28,455,109.2254,236,244.18215,51.86813187,Frozen Foods
NCO53,145,182.1608,78,780.9834,53.79310345,Health and Hygiene
FDY55,471,258.3988,19,64.2497,4.033970276,Fruits and Vegetables
NCS54,249,176.437,242,1146.8405,97.18875502,Household
NCM07,296,85.6908,121,398.4813,40.87837838,Others
FDQ19,121,241.0512,111,60.5878,91.73553719,Fruits and Vegetables
FDS40,367,38.319,33,73.238,8.991825613,Frozen Foods
FDC14,234,42.0454,44,157.29525,18.8034188,Canned
FDR12,55,173.2764,28,257.6646,50.90909091,Baking Goods
FDM60,255,39.3138,79,253.83625,30.98039216,Baking Goods
FDG26,81,257.833,49,833.08225,60.49382716,Canned
NCL55,148,254.004,118,569.259,79.72972973,Others
FDO21,443,226.9404,437,450.0808,98.64559819,Snack Foods
NCG18,436,101.6332,199,461.3994,45.64220183,Household
FDA27,305,256.8672,205,894.8352,67.21311475,Dairy
DRG03,236,155.1998,42,76.8999,17.79661017,Dairy
FDC22,125,193.982,86,434.4345,68.8,Snack Foods
FDC21,226,106.8254,65,27.13135,28.76106195,Fruits and Vegetables
FDN50,364,93.712,191,186.424,52.47252747,Canned
DRF27,336,153.434,156,344.5515,46.42857143,Dairy
FDW57,398,176.9028,277,752.6869,69.59798995,Snack Foods
FDM34,304,131.0626,20,131.1626,6.578947368,Snack Foods
FDZ39,374,103.499,79,386.99625,21.12299465,Meat
FDU28,239,188.4214,149,94.2107,62.34309623,Frozen Foods
FDQ27,357,102.599,228,412.796,63.86554622,Meat
FDQ52,394,246.5434,306,1117.5453,77.66497462,Frozen Foods
FDT51,176,110.8544,162,419.454,92.04545455,Meat
NCI30,474,247.346,371,492.692,78.27004219,Household
NCX29,336,145.8102,268,218.7153,79.76190476,Health and Hygiene
FDX38,303,49.5376,12,35.9532,3.96039604,Dairy
FDO08,262,165.9526,93,657.8104,35.49618321,Fruits and Vegetables
FDM15,299,152.6366,165,415.62565,55.18394649,Meat
FDW22,133,221.3114,32,554.2785,24.06015038,Snack Foods
FDT08,432,151.505,185,711.57375,42.82407407,Fruits and Vegetables
FDS32,455,140.5838,204,667.29805,44.83516484,Fruits and Vegetables
NCI06,437,179.866,435,314.5905,99.5423341,Household
FDR21,62,178.237,33,926.29425,53.22580645,Snack Foods
FDD05,94,122.0098,49,662.8039,52.12765957,Frozen Foods
FDZ02,176,99.8726,143,146.8089,81.25,Dairy
FDH47,475,98.4068,285,461.7323,60,Starchy Foods
FDM58,163,111.4544,148,503.3448,90.79754601,Snack Foods
FDG09,482,188.2556,361,938.778,74.89626556,Fruits and Vegetables
FDO27,325,94.1752,164,143.8128,50.46153846,Meat
FDI41,254,146.8418,30,514.9963,11.81102362,Frozen Foods
FDK34,386,236.8564,245,1251.3711,63.47150259,Snack Foods
NCX54,487,105.3622,249,846.8976,51.12936345,Household
FDL14,469,154.9972,379,934.7832,80.81023454,Canned
FDA13,434,37.4506,22,75.9012,5.069124424,Canned
FDS11,448,223.9088,351,55.9272,78.34821429,Breads
FDT43,322,50.8324,44,324.5775,13.66459627,Fruits and Vegetables
FDR07,457,96.0094,56,95.2094,12.25382932,Fruits and Vegetables
FDF41,107,245.846,95,1108.557,88.78504673,Frozen Foods
DRM23,377,172.0422,155,646.65825,41.11405836,Hard Drinks
FDO52,268,170.3106,168,1069.44125,62.68656716,Frozen Foods
FDD10,158,178.2344,134,267.6516,84.81012658,Snack Foods
FDN38,328,251.2408,119,250.3408,36.2804878,Canned
FDE17,223,149.5366,46,717.89885,20.62780269,Frozen Foods
FDZ03,377,186.024,286,1071.938,75.86206897,Dairy
FDD03,313,232.63,23,466.06,7.348242812,Dairy
NCW18,364,237.7248,356,651.8182,97.8021978,Household
DRG36,160,172.3106,69,1069.44125,43.125,Soft Drinks
FDT43,236,50.8324,133,38.9493,56.3559322,Fruits and Vegetables
NCU17,318,100.9674,288,305.6022,90.56603774,Health and Hygiene
FDH50,472,185.1266,120,691.59975,25.42372881,Canned
FDU57,278,148.6708,133,526.6478,47.84172662,Snack Foods
FDA56,205,123.5414,166,1127.03295,80.97560976,Fruits and Vegetables
FDZ15,238,117.7782,184,297.9455,77.31092437,Dairy
FDY51,321,221.7798,39,771.3293,12.14953271,Meat
DRF03,424,42.5138,124,162.4552,29.24528302,Dairy
NCV06,51,194.0478,35,823.42815,68.62745098,Household
FDA21,295,184.4924,221,2267.3819,74.91525424,Snack Foods
NCQ53,259,235.259,47,1418.154,18.14671815,Health and Hygiene
NCO29,450,164.1526,92,740.0367,20.44444444,Health and Hygiene
FDT26,335,121.044,36,389.493,10.74626866,Dairy
FDI21,408,65.0168,226,111.8544,55.39215686,Snack Foods
NCI55,62,119.8414,49,91.38105,79.03225806,Household
FDZ04,145,63.751,125,31.6255,86.20689655,Frozen Foods
FDL27,270,65.9826,224,290.6217,82.96296296,Meat
FDS45,287,107.6622,230,714.56985,80.13937282,Snack Foods
NCG43,143,93.0462,24,46.2731,16.78321678,Household
FDU28,387,187.5214,268,423.94815,69.25064599,Frozen Foods
FDO20,318,252.3382,275,1514.0292,86.47798742,Fruits and Vegetables
NCG55,220,116.0176,216,372.1822,98.18181818,Household
NCM42,143,110.4912,129,327.5736,90.20979021,Household
NCG07,198,189.653,154,142.31475,77.77777778,Household
NCQ29,161,258.8278,137,260.3278,85.0931677,Health and Hygiene
NCV05,104,153.3656,92,115.8492,88.46153846,Health and Hygiene
NCO02,386,66.2142,20,32.9571,5.18134715,Others
FDH19,473,172.0738,185,825.42555,39.11205074,Meat
DRG13,165,165.6526,142,452.24465,86.06060606,Soft Drinks
FDI57,192,196.3768,78,1034.6532,40.625,Seafood
FDX51,250,194.7452,73,342.5541,29.2,Meat
FDW33,229,104.528,23,213.056,10.04366812,Snack Foods
DRE12,251,113.286,59,367.8545,23.5059761,Soft Drinks
FDY31,413,148.2418,81,588.5672,19.6125908,Fruits and Vegetables
FDR31,102,144.4102,78,1093.5765,76.47058824,Fruits and Vegetables
FDS55,433,146.8734,400,890.8404,92.37875289,Fruits and Vegetables
DRL60,229,151.5682,136,876.69215,59.38864629,Soft Drinks
FDW55,463,250.3092,25,62.2523,5.399568035,Fruits and Vegetables
FDT11,466,186.4556,448,140.8167,96.13733906,Breads
FDO50,362,91.3804,343,413.4618,94.75138122,Canned
FDD28,357,56.7904,65,278.3044,18.20728291,Frozen Foods
FDN28,186,103.099,114,335.39675,61.29032258,Frozen Foods
FDS35,231,65.7826,141,242.18475,61.03896104,Breads
FDB38,416,158.292,57,998.7,13.70192308,Canned
FDT07,50,256.433,26,961.24875,52,Fruits and Vegetables
FDC53,93,96.5384,45,295.6152,48.38709677,Frozen Foods
NCT41,276,153.2024,47,948.765,17.02898551,Health and Hygiene
FDR40,380,78.5618,366,563.9326,96.31578947,Frozen Foods
FDH32,147,97.241,71,362.02875,48.29931973,Fruits and Vegetables
FDN60,257,158.6604,130,633.8416,50.58365759,Baking Goods
FDR33,314,108.157,57,274.6425,18.15286624,Snack Foods
FDB59,337,197.2084,19,1041.6441,5.637982196,Snack Foods
FDS07,320,113.9518,242,227.7036,75.625,Fruits and Vegetables
FDD02,189,117.3124,45,503.6777,23.80952381,Canned
FDH05,286,231.2984,13,1506.0396,4.545454545,Frozen Foods
FDR04,490,98.1068,53,364.5255,10.81632653,Frozen Foods
DRJ47,441,174.708,65,605.878,14.73922902,Hard Drinks
FDW50,121,165.1158,51,376.01055,42.14876033,Dairy
NCJ17,204,85.2224,123,319.584,60.29411765,Health and Hygiene
FDH60,239,197.911,150,441.92475,62.76150628,Baking Goods
DRL60,317,151.9682,183,419.28755,57.72870662,Soft Drinks
FDS32,370,140.2838,264,70.2419,71.35135135,Fruits and Vegetables
FDM58,156,112.2544,30,978.726,19.23076923,Snack Foods
FDK10,281,180.366,78,314.5905,27.75800712,Snack Foods
NCS30,91,127.8652,79,548.9521,86.81318681,Household
FDY15,239,154.663,76,664.96775,31.79916318,Dairy
FDC53,420,99.9384,313,172.4422,74.52380952,Frozen Foods
FDK45,188,113.386,170,650.8195,90.42553191,Seafood
FDH26,152,141.1496,45,70.5748,29.60526316,Canned
NCW06,220,192.3162,170,192.4162,77.27272727,Household
FDV37,400,195.8426,168,1038.14865,42,Canned
FDB52,322,256.9672,158,383.5008,49.06832298,Dairy
FDF41,465,245.246,36,800.6245,7.741935484,Frozen Foods
FDA39,270,38.5822,81,88.38495,30,Meat
FDE56,262,63.4194,257,386.99625,98.09160305,Fruits and Vegetables
FDC56,390,121.744,110,569.259,28.20512821,Fruits and Vegetables
FDT26,473,120.644,199,868.869,42.07188161,Dairy
FDR21,456,175.137,105,705.748,23.02631579,Snack Foods
FDC14,105,40.5454,35,304.10415,33.33333333,Canned
FDI32,439,116.6834,331,892.67135,75.39863326,Fruits and Vegetables
FDI02,391,113.7202,287,815.77145,73.40153453,Canned
FDE22,483,159.792,26,679.116,5.383022774,Snack Foods
FDW26,151,224.1772,16,889.5088,10.59602649,Dairy
FDA36,470,183.6924,116,138.8193,24.68085106,Baking Goods
NCS06,241,260.991,77,1775.18925,31.95020747,Household
NCX05,359,116.8492,137,666.1329,38.16155989,Health and Hygiene
FDU19,249,170.8422,46,431.1055,18.47389558,Fruits and Vegetables
FDA49,282,88.5198,105,327.07425,37.23404255,Canned
NCZ42,482,235.5248,404,1185.124,83.81742739,Household
FDX32,276,146.2786,10,108.35895,3.623188406,Fruits and Vegetables
FDR01,420,200.5742,418,597.2226,99.52380952,Canned
FDQ15,188,81.0276,51,467.0587,27.12765957,Meat
FDQ14,393,149.605,189,112.35375,48.09160305,Dairy
FDS56,354,262.0252,190,1114.8821,53.67231638,Fruits and Vegetables
DRJ24,198,185.3924,193,92.5462,97.47474747,Soft Drinks
FDG52,164,47.1402,72,379.00665,43.90243902,Frozen Foods
FDF59,499,127.102,346,63.251,69.33867735,Starchy Foods
DRM49,112,45.6086,17,256.49945,15.17857143,Soft Drinks
NCP02,153,58.2562,36,148.1405,23.52941176,Household
FDW13,388,50.3324,317,168.7803,81.70103093,Canned
FDV12,408,100.0384,155,492.692,37.99019608,Baking Goods
FDH14,205,138.6838,100,737.53995,48.7804878,Canned
FDQ20,322,39.5138,281,142.1483,87.26708075,Fruits and Vegetables
FDT45,55,55.1956,11,313.9247,20,Snack Foods
NCM26,196,153.934,14,38.2835,7.142857143,Others
FDJ22,233,190.3504,91,479.376,39.05579399,Snack Foods
FDD29,77,252.7698,12,1458.60135,15.58441558,Frozen Foods
FDA13,499,37.2506,228,123.33945,45.69138277,Canned
FDV47,87,83.5566,79,465.0613,90.8045977,Breads
FDS57,168,144.847,124,608.37475,73.80952381,Snack Foods
DRG36,342,172.3106,272,812.77535,79.53216374,Soft Drinks
FDK38,420,149.1734,315,1113.5505,75,Canned
DRJ49,293,127.6652,151,710.4086,51.53583618,Soft Drinks
FDR37,117,183.1292,47,1596.2555,40.17094017,Breakfast
NCS53,263,159.4604,241,594.2265,91.63498099,Health and Hygiene
FDR22,267,110.2544,216,419.454,80.8988764,Snack Foods
NCP42,226,192.1478,120,484.3695,53.09734513,Household
FDK38,348,147.0734,312,74.2367,89.65517241,Canned
NCC43,213,252.6066,121,564.76485,56.80751174,Household
FDH57,107,130.3284,42,626.1849,39.25233645,Fruits and Vegetables
FDQ25,318,170.5422,52,517.3266,16.35220126,Canned
FDA11,357,92.5436,356,425.4462,99.71988796,Baking Goods
FDG31,107,62.8826,38,177.60215,35.51401869,Meat
FDW28,337,194.3452,137,1125.5349,40.65281899,Frozen Foods
FDV14,154,88.5856,142,175.7712,92.20779221,Dairy
FDB60,277,195.8136,230,534.6374,83.03249097,Baking Goods
FDU43,296,237.3564,126,536.3019,42.56756757,Fruits and Vegetables
DRH11,237,55.6614,79,82.8921,33.33333333,Hard Drinks
FDC48,132,82.1592,11,103.199,8.333333333,Baking Goods
DRK39,235,82.925,79,291.2875,33.61702128,Dairy
FDB20,301,76.7986,119,331.06905,39.53488372,Fruits and Vegetables
FDE51,404,45.6086,141,89.2172,34.9009901,Dairy
FDX36,287,224.8404,65,900.1616,22.64808362,Baking Goods
NCT29,409,122.3414,98,60.9207,23.9608802,Health and Hygiene
FDU45,233,112.1518,146,455.4072,62.66094421,Snack Foods
FDF56,333,180.9976,140,1041.3112,42.04204204,Fruits and Vegetables
FDW07,434,88.2514,227,22.13785,52.30414747,Fruits and Vegetables
FDR52,475,190.4846,185,2197.4729,38.94736842,Frozen Foods
FDB45,259,104.6306,180,287.45915,69.4980695,Fruits and Vegetables
NCT42,353,151.0392,109,820.2656,30.87818697,Household
FDP52,345,230.201,138,1435.63125,40,Frozen Foods
FDI50,146,228.0352,66,2576.646,45.20547945,Canned
FDU48,496,133.3284,190,65.9142,38.30645161,Baking Goods
FDS43,257,186.924,255,559.272,99.22178988,Fruits and Vegetables
NCM41,419,93.112,153,233.03,36.51551313,Health and Hygiene
FDP37,437,128.1994,60,546.12245,13.72997712,Breakfast
FDJ44,471,173.2396,377,784.9782,80.04246285,Fruits and Vegetables
FDY38,460,231.83,227,116.515,49.34782609,Dairy
FDC20,186,56.6272,113,111.8544,60.75268817,Fruits and Vegetables
FDF02,416,102.499,392,515.995,94.23076923,Canned
FDX38,449,48.2376,64,131.8284,14.25389755,Dairy
FDN50,233,92.812,10,652.484,4.291845494,Canned
FDA07,125,123.4072,99,520.6556,79.2,Fruits and Vegetables
FDT49,336,104.728,165,612.536,49.10714286,Canned
FDA09,424,179.466,62,943.7715,14.62264151,Snack Foods
FDV43,191,44.5086,82,178.4344,42.93193717,Fruits and Vegetables
FDK58,286,103.0016,196,50.6008,68.53146853,Snack Foods
FDL22,74,90.7488,53,565.93,71.62162162,Snack Foods
FDP56,339,49.9692,159,209.3941,46.90265487,Fruits and Vegetables
DRL47,116,125.9362,17,408.96765,14.65517241,Hard Drinks
NCT17,299,189.7214,259,1460.26585,86.62207358,Health and Hygiene
FDR12,457,172.5764,442,257.6646,96.71772429,Baking Goods
FDD39,167,216.885,51,1568.79125,30.53892216,Dairy
FDG04,122,185.0898,36,467.7245,29.50819672,Frozen Foods
FDV19,331,162.2578,220,922.63235,66.4652568,Fruits and Vegetables
FDS55,453,150.3734,34,74.2367,7.505518764,Fruits and Vegetables
FDM50,497,58.022,303,224.7075,60.96579477,Canned
DRF13,409,146.9444,350,399.1471,85.57457213,Soft Drinks
FDJ48,59,245.4118,33,1667.32965,55.93220339,Baking Goods
FDM20,260,245.4144,33,1776.3544,12.69230769,Fruits and Vegetables
FDP24,372,121.0756,261,424.1146,70.16129032,Baking Goods
FDC16,201,86.054,69,346.216,34.32835821,Dairy
NCB42,54,114.8492,28,347.5476,51.85185185,Health and Hygiene
FDN01,244,177.037,187,44.10925,76.63934426,Breakfast
FDT34,491,104.0964,376,447.0847,76.57841141,Snack Foods
FDA52,332,177.037,75,1146.8405,22.59036145,Frozen Foods
NCC18,162,171.8422,151,258.6633,93.20987654,Household
NCR41,320,94.9094,62,190.4188,19.375,Health and Hygiene
FDX23,212,94.1436,169,354.5385,79.71698113,Baking Goods
FDP39,154,53.5324,115,103.8648,74.67532468,Meat
NCH07,230,157.8604,105,950.7624,45.65217391,Household
FDW47,93,121.7414,57,91.38105,61.29032258,Breads
DRD13,331,61.9168,48,191.7504,14.50151057,Soft Drinks
FDR48,224,151.9024,177,417.4566,79.01785714,Baking Goods
FDE17,211,152.2366,51,37.78415,24.17061611,Frozen Foods
FDP60,400,102.9016,376,480.7076,94,Baking Goods
FDD57,483,95.0094,113,428.4423,23.39544513,Fruits and Vegetables
FDW13,389,51.3324,342,77.8986,87.91773779,Canned
FDN24,189,56.1956,17,341.2225,8.994708995,Baking Goods
FDJ34,181,126.2704,35,500.6816,19.33701657,Snack Foods
FDD46,136,155.0998,21,922.7988,15.44117647,Snack Foods
FDF46,225,113.2834,52,143.97925,23.11111111,Snack Foods
NCE43,232,168.4448,188,42.6112,81.03448276,Household
FDN27,417,116.8808,119,205.0664,28.53717026,Meat
FDW52,178,162.6526,109,1068.9419,61.23595506,Frozen Foods
DRH03,295,92.412,58,326.242,19.66101695,Dairy
NCM29,138,129.2626,124,426.27845,89.85507246,Health and Hygiene
FDR58,115,93.2462,36,370.1848,31.30434783,Snack Foods
FDY50,207,90.3172,146,334.5645,70.53140097,Dairy
FDE16,436,208.4954,176,1562.9655,40.36697248,Frozen Foods
NCE31,427,32.9216,330,147.1418,77.28337237,Household
FDE53,198,106.128,80,79.896,40.4040404,Frozen Foods
DRK11,389,148.2392,16,372.848,4.11311054,Hard Drinks
DRH13,482,107.128,209,239.688,43.36099585,Soft Drinks
FDA11,165,93.1436,89,354.5385,53.93939394,Baking Goods
DRL35,263,41.877,76,281.3005,28.8973384,Hard Drinks
DRF36,495,190.6846,147,2388.5575,29.6969697,Soft Drinks
FDI07,421,197.2426,251,741.53475,59.61995249,Meat
FDI32,343,117.1834,222,172.7751,64.72303207,Fruits and Vegetables
DRL60,302,151.0682,190,457.4046,62.91390728,Soft Drinks
NCY17,192,43.3086,110,189.58655,57.29166667,Health and Hygiene
DRH36,299,73.0696,96,55.9272,32.10702341,Soft Drinks
FDX02,415,225.9404,194,337.5606,46.74698795,Dairy
FDG46,485,115.0518,100,341.5554,20.6185567,Snack Foods
FDM60,351,40.7138,257,101.5345,73.21937322,Baking Goods
FDJ22,74,192.5504,31,527.3136,41.89189189,Snack Foods
FDU59,326,161.9552,258,527.9794,79.14110429,Breads
FDL38,426,90.7172,135,334.5645,31.69014085,Canned
FDZ23,427,184.724,420,419.454,98.36065574,Baking Goods
FDX52,438,194.682,378,579.246,86.30136986,Frozen Foods
NCB42,119,117.6492,13,289.623,10.92436975,Health and Hygiene
NCU18,162,140.5496,97,670.4606,59.87654321,Household
FDI32,412,116.6834,160,115.1834,38.83495146,Fruits and Vegetables
DRZ11,161,122.0388,12,402.4761,7.453416149,Soft Drinks
NCL54,413,174.5054,100,656.64525,24.21307506,Household
FDS19,352,75.8012,268,284.6295,76.13636364,Fruits and Vegetables
DRB13,140,188.653,90,901.32675,64.28571429,Soft Drinks
DRI51,67,170.3764,40,85.8882,59.70149254,Dairy
FDS57,198,142.047,147,679.94825,74.24242424,Snack Foods
FDT39,276,150.7366,135,604.5464,48.91304348,Meat
FDH48,263,86.254,122,43.277,46.3878327,Baking Goods
NCB18,409,90.1514,365,110.68925,89.24205379,Household
FDR25,200,263.7884,62,331.2355,31,Canned
FDV21,241,126.3704,96,970.0706,39.8340249,Snack Foods
DRH23,89,54.9614,85,138.1535,95.50561798,Hard Drinks
FDS52,291,102.8016,29,253.004,9.965635739,Frozen Foods
NCC31,187,154.2972,122,272.6451,65.24064171,Household
FDU03,394,183.3292,58,501.6803,14.72081218,Meat
FDG50,229,89.7146,144,136.8219,62.88209607,Canned
FDY31,249,148.4418,38,588.5672,15.26104418,Fruits and Vegetables
FDX39,252,209.7586,57,1371.8809,22.61904762,Meat
FDE46,110,149.5366,102,151.1366,92.72727273,Snack Foods
NCN29,241,48.7034,22,170.1119,9.128630705,Health and Hygiene
DRF13,54,146.3444,12,943.4386,22.22222222,Soft Drinks
FDT46,427,52.1008,267,12.6502,62.529274,Snack Foods
FDS58,286,161.5578,25,1163.31905,8.741258741,Snack Foods
FDX52,230,192.282,103,96.541,44.7826087,Frozen Foods
FDP27,360,188.453,143,94.8765,39.72222222,Meat
FDX44,86,89.4172,54,289.9559,62.79069767,Fruits and Vegetables
DRO35,105,117.4492,80,810.9444,76.19047619,Hard Drinks
FDC59,492,65.7168,142,271.6464,28.86178862,Starchy Foods
FDB12,286,105.8648,41,493.3578,14.33566434,Baking Goods
FDU26,407,117.2782,314,178.7673,77.14987715,Dairy
NCF30,398,124.5362,278,283.13145,69.84924623,Household
FDX20,246,228.372,167,1131.86,67.88617886,Fruits and Vegetables
FDN02,122,207.2638,34,1345.9147,27.86885246,Canned
DRC27,108,245.7802,94,61.42005,87.03703704,Dairy
FDZ38,289,171.3422,68,215.55275,23.52941176,Dairy
DRH25,51,52.9324,30,12.9831,58.82352941,Soft Drinks
FDK21,498,250.4408,165,751.0224,33.13253012,Snack Foods
FDT01,409,211.4902,323,1008.85345,78.97310513,Canned
FDZ09,237,163.8868,29,777.9873,12.23628692,Snack Foods
DRL37,356,44.177,219,43.277,61.51685393,Soft Drinks
FDN49,79,41.748,69,49.935,87.34177215,Breakfast
FDC22,316,194.882,66,1110.2215,20.88607595,Snack Foods
FDT33,157,165.1158,63,459.56845,40.12738854,Snack Foods
NCB43,381,188.6898,218,841.9041,57.21784777,Household
DRI25,472,56.6614,377,151.96885,79.87288136,Soft Drinks
FDD21,139,113.1176,95,1173.8054,68.34532374,Fruits and Vegetables
FDS23,254,126.4994,46,417.62305,18.11023622,Breads
FDS13,428,265.2884,349,66.2471,81.54205607,Canned
DRI03,496,176.9028,313,177.1028,63.10483871,Dairy
FDU58,497,186.4898,261,748.3592,52.51509054,Snack Foods
FDL09,494,167.4816,383,251.6724,77.53036437,Snack Foods
FDS12,430,126.8362,313,31.45905,72.79069767,Baking Goods
FDP03,487,122.5388,121,92.8791,24.84599589,Meat
FDI21,269,63.9168,15,399.48,5.576208178,Snack Foods
FDW45,427,147.7418,200,1029.9926,46.83840749,Snack Foods
NCA18,143,115.9492,87,57.9246,60.83916084,Household
FDN32,152,185.6266,32,1244.87955,21.05263158,Fruits and Vegetables
FDR15,272,153.8314,22,930.7884,8.088235294,Meat
DRK11,235,149.9392,56,484.7024,23.82978723,Hard Drinks
DRG49,233,242.6486,53,549.78435,22.74678112,Soft Drinks
FDD29,211,252.1698,114,570.75705,54.02843602,Frozen Foods
FDE33,296,80.3644,169,39.2822,57.09459459,Fruits and Vegetables
FDJ58,80,173.6764,35,128.8323,43.75,Snack Foods
FDM46,101,93.512,62,419.454,61.38613861,Snack Foods
FDD23,394,187.7898,23,514.49695,5.837563452,Starchy Foods
DRM35,125,179.4344,61,1472.0838,48.8,Hard Drinks
DRC25,434,85.3882,386,322.08075,88.94009217,Soft Drinks
FDL36,488,89.783,301,561.76875,61.68032787,Baking Goods
FDD41,327,105.5306,273,391.98975,83.48623853,Frozen Foods
FDV19,89,160.9578,49,1203.4335,55.05617978,Fruits and Vegetables
FDR44,150,131.2968,25,489.363,16.66666667,Fruits and Vegetables
FDX50,160,110.4228,100,276.307,62.5,Dairy
DRC25,434,85.2882,129,515.3292,29.7235023,Soft Drinks
FDA15,370,249.5092,262,1618.5598,70.81081081,Dairy
FDX22,298,208.7928,69,1472.7496,23.15436242,Snack Foods
FDJ50,240,51.9982,19,249.84145,7.916666667,Canned
FDT13,231,188.8214,162,188.4214,70.12987013,Canned
FDN12,475,112.3544,40,643.1628,8.421052632,Baking Goods
FDD58,454,98.77,30,324.5775,6.607929515,Snack Foods
FDM04,384,51.1666,228,294.78295,59.375,Frozen Foods
FDA23,258,102.8016,90,480.7076,34.88372093,Baking Goods
FDW28,71,197.2452,42,48.9363,59.15492958,Frozen Foods
FDA45,215,177.337,40,705.748,18.60465116,Snack Foods
NCO26,148,117.3492,45,376.5099,30.40540541,Household
FDV26,257,197.0794,202,1170.4764,78.59922179,Dairy
FDC50,57,93.8094,13,809.2799,22.80701754,Canned
NCV05,239,154.3656,77,617.8624,32.21757322,Health and Hygiene
FDW48,224,80.2618,99,161.1236,44.19642857,Baking Goods
FDS55,322,148.4734,141,890.8404,43.78881988,Fruits and Vegetables
FDX32,66,144.0786,58,650.1537,87.87878788,Fruits and Vegetables
FDC53,139,100.0384,18,566.5958,12.94964029,Frozen Foods
FDG35,190,175.7738,39,477.87795,20.52631579,Starchy Foods
NCC30,194,176.6344,124,89.2172,63.91752577,Household
NCZ17,215,37.3506,54,161.29005,25.11627907,Health and Hygiene
FDZ56,386,169.9474,13,715.90145,3.367875648,Fruits and Vegetables
NCS05,127,133.2942,78,662.471,61.41732283,Health and Hygiene
DRC25,478,87.3882,246,343.5528,51.46443515,Soft Drinks
FDW59,311,83.5566,32,317.08725,10.28938907,Breads
FDB36,212,132.1626,25,393.4878,11.79245283,Baking Goods
FDT37,415,253.7014,31,1466.25805,7.469879518,Canned
FDG47,63,261.9252,46,1246.0447,73.01587302,Starchy Foods
FDM45,288,119.3756,81,363.5268,28.125,Snack Foods
FDQ40,121,176.8712,57,922.7988,47.10743802,Frozen Foods
FDF34,494,199.1084,455,99.2042,92.10526316,Snack Foods
FDP24,192,120.8756,116,302.939,60.41666667,Baking Goods
FDT55,359,155.8946,217,118.34595,60.44568245,Fruits and Vegetables
FDH60,332,197.011,217,834.74675,65.36144578,Baking Goods
FDF57,318,169.6448,272,511.3344,85.53459119,Fruits and Vegetables
NCX29,290,147.7102,60,109.35765,20.68965517,Health and Hygiene
FDD34,464,161.821,74,611.70375,15.94827586,Snack Foods
FDQ15,294,81.7276,274,507.6725,93.19727891,Meat
